incident,date-time,year,date-no year,location,res hall,alcohol
EMS ASSIST,1/15/16 8:44,2016,01/15,HORNEY GILES F BLDG UNC,NA,
LARCENY - FROM BUILDING,1/15/16 9:27,2016,01/15,KNAPP SANDERS BLDG UNC,NA,
ASSIST OTHER AGENCY,1/15/17 0:00,2017,01/15,CHAPEL HILL,NA,
STOLEN PROPERTY - POSSESSION OF STOLEN GOODS,1/15/17 0:00,2017,01/15,GRANVILLE TOWERS,GRANVILLE,
VANDALISM / PROPERTY DAMAGE,1/15/17 11:45,2017,01/15,HANES ART CENTER UNC,NA,
ALCOHOL - UNDERAGE CONSUMPTION,1/15/17 2:00,2017,01/15,GRANVILLE TOWERS,GRANVILLE,ALCOHOL - UNDERAGE CONSUMPTION
,1/15/18 0:00,2018,01/15,LEWIS RES HALL UNC,RES HALL,
MISDEMEANOR LARCENY,1/16/13 0:00,2013,01/16,NC AREA HEALTH ED CENTER UNC,NA,
,1/16/13 0:00,2013,01/16,ACC UNC,NA,
B&E(L) FROM BUILDING,1/16/13 12:28,2013,01/16,HOWELL UNC,NA,
FRAUD-VIA E-MAIL,1/16/13 14:14,2013,01/16,GRANVILLE TOWERS,GRANVILLE,
EMS ASSIST,1/16/13 14:22,2013,01/16,TARRSON HALL UNC,NA,
EMS ASSIST,1/16/13 15:16,2013,01/16,DOGWOOD PARKING DECK UNC,NA,
LARCENY - FROM BUILDING,1/16/13 18:27,2013,01/16,GRAHAM STUDENT UNION UNC,NA,
,1/16/14 0:00,2014,01/16,MANNING DR,NA,
,1/16/14 0:00,2014,01/16,GRANVILLE TOWERS,GRANVILLE,
SUSPICIOUS PERSON,1/16/14 14:28,2014,01/16,BYNUM UNC,NA,
SEX OFFENSE - ALL OTHER,1/16/14 22:18,2014,01/16,FINE FEATHERS UNIVERSITY SQUARE,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),1/16/14 22:42,2014,01/16,CRAIGE NORTH RES HALL UNC,RES HALL,
VANDALISM / PROPERTY DAMAGE,1/16/14 23:27,2014,01/16,DAVIS WALTER R LIBRARY UNC,NA,
ALCOHOL - UNDERAGE CONSUMPTION,1/16/14 23:50,2014,01/16,HINTON JAMES RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
ALCOHOL - UNDERAGE CONSUMPTION,1/16/15 0:00,2015,01/16,WENDYS AT STUDENT UNION UNC,NA,ALCOHOL - UNDERAGE CONSUMPTION
,1/16/15 0:00,2015,01/16,CAROLINA INN UNC,NA,
,1/16/15 0:00,2015,01/16,ADMINISTRATIVE OFFICE BLDG UNC,NA,
,1/16/15 0:00,2015,01/16,RALIGH VISITOR LOT,NA,
,1/16/15 0:00,2015,01/16,HA I CARDINAL PARKING UNC,NA,
ALCOHOL - UNDERAGE CONSUMPTION,1/16/15 1:05,2015,01/16,RALEIGH ST,NA,ALCOHOL - UNDERAGE CONSUMPTION
LARCENY OF BICYCLE,1/16/15 11:55,2015,01/16,EHRINGHAUS RES HALL,RES HALL,
INJURY TO PERSONAL PROPERTY,1/16/15 12:43,2015,01/16,RIDGE RD,NA,
LARCENY - FROM MOTOR VEHICLE (B&E),1/16/15 14:54,2015,01/16,FINLEY CLUB HOUSE UNC,NA,
LARCENY - FROM BUILDING,1/16/15 22:24,2015,01/16,KOURY RES HALL UNC,RES HALL,
EMS ASSIST,1/16/15 8:13,2015,01/16,GRANVILLE TOWERS,GRANVILLE,
OPEN CONTAINER OF ALCOHOL,1/16/16 0:00,2016,01/16,CHAPEL HILL,NA,OPEN CONTAINER OF ALCOHOL
,1/16/16 0:00,2016,01/16,PUBLIC SAFETY BUILDING UNC,NA,
,1/16/16 0:00,2016,01/16,ROSEMARY STREET 308 W UNC,NA,
ALCOHOL - UNDERAGE CONSUMPTION,1/16/16 1:51,2016,01/16,HINTON JAMES RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
INFORMATIONAL,1/16/16 11:52,2016,01/16,LOUDERMILK CENTER FOR EXC UNC,NA,
FOUND PROPERTY,1/16/16 12:49,2016,01/16,DAVIS WALTER R LIBRARY UNC,NA,
EMS ASSIST,1/16/16 15:39,2016,01/16,LOUDERMILK HALL UNC,NA,
,1/16/17 0:00,2017,01/16,COLUMBIA/RALEIGH RD,NA,
ALCOHOL - UNDERAGE CONSUMPTION,1/16/17 0:06,2017,01/16,GRANVILLE TOWERS,GRANVILLE,ALCOHOL - UNDERAGE CONSUMPTION
EMS ASSIST,1/16/17 12:50,2017,01/16,AVERY RES HALL UNC,RES HALL,
FOUND PROPERTY,1/16/17 16:41,2017,01/16,BUSINESS SCHOOL PARKING UNC,NA,
MISCELLANEOUS INFORMATION,1/16/17 18:53,2017,01/16,DAVIE UNC,NA,
FOUND PROPERTY,1/16/17 22:31,2017,01/16,PUBLIC SAFETY BUILDING UNC,NA,
,1/16/18 0:00,2018,01/16,MLK / MUNICIPAL DR,NA,
,1/16/18 0:00,2018,01/16,MANNING DR/SKIPPER BOWLES DR,NA,
,1/16/18 0:00,2018,01/16,AMBULATORY CARE CENTER UNC,NA,
,1/16/18 0:00,2018,01/16,PITTSBORO ST,NA,
,1/16/18 0:00,2018,01/16,JACKSON CIRCLE PARKING DECK UNC,NA,
HARASSMENT,1/16/18 15:17,2018,01/16,NEW WEST UNC,NA,
TRESPASSING,1/16/18 16:32,2018,01/16,DAVIS WALTER R LIBRARY UNC,NA,
ASSAULT ON FEMALE,1/16/18 20:07,2018,01/16,DOGWOOD PARKING DECK UNC,NA,
EMS ASSIST,1/16/18 22:41,2018,01/16,PUBLIC SAFETY BUILDING UNC,NA,
EMS ASSIST,1/16/18 4:21,2018,01/16,GRANVILLE TOWERS,GRANVILLE,
EMS ASSIST,1/16/18 5:34,2018,01/16,HA I CARDINAL PARKING UNC,NA,
,1/17/13 0:00,2013,01/17,PUBLIC SAFETY BUILDING UNC,NA,
,1/17/13 0:00,2013,01/17,S COLUMBIA ST/MCCAULEY ST,NA,
,1/17/13 0:00,2013,01/17,GRANVILLE TOWERS,GRANVILLE,
,1/17/13 0:00,2013,01/17,DRIVE,NA,
MISDEMEANOR LARCENY,1/17/13 11:08,2013,01/17,AMBULATORY CARE CENTER UNC,NA,
MISC. INFORMATION,1/17/13 13:29,2013,01/17,AMBULATORY CARE CENTER UNC,NA,
EMS ASSIST,1/17/13 22:15,2013,01/17,STUDENT RECREATION CENTER UNC,NA,
MISDEMEANOR LARCENY,1/17/13 22:50,2013,01/17,WOOLLEN GYM UNC,NA,
VANDALISM - DAMAGE TO REAL PROPERTY,1/17/13 7:45,2013,01/17,HOSPITAL DR (CRESCENT LOT),NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),1/17/14 0:00,2014,01/17,MURPHEY UNC,NA,
,1/17/14 0:00,2014,01/17,PUBLIC SAFETY BUILDING UNC,NA,
,1/17/14 0:00,2014,01/17,HINTON JAMES PARKING LOT UNC,NA,
,1/17/14 0:00,2014,01/17,EHRINGHAUS RES HALL,RES HALL,
LARCENY-FELONY,1/17/14 11:00,2014,01/17,THURSTON BOWLES UNC,NA,
LARCENY - FROM BUILDING,1/17/14 9:19,2014,01/17,KNAPP SANDERS BLDG UNC,NA,
,1/17/15 0:00,2015,01/17,HEALTH SCIENCES LIBRARY UNC,NA,
LARCENY - FROM BUILDING,1/17/15 16:26,2015,01/17,CAUDILL LABS UNC,NA,
LARCENY - FROM BUILDING,1/17/15 18:14,2015,01/17,KENAN MUSIC CENTER UNC,NA,
SIMPLE POSSESSION OF MARIJUANA,1/17/16 0:00,2016,01/17,CRAIGE RES HALL UNC,RES HALL,
WELL-BEING CHECK,1/17/16 11:38,2016,01/17,RAM VILLAGE 5 AT 520 WILLIAMSON UNC,NA,
EMS ASSIST,1/17/16 12:55,2016,01/17,RAMS HEAD DINING HALL UNC,NA,
ALCOHOL - UNDERAGE CONSUMPTION,1/17/16 2:11,2016,01/17,MORRISON RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
,1/17/17 0:00,2017,01/17,FRATERNITY COURT,NA,
,1/17/17 0:00,2017,01/17,TAYLOR CAMPUS HEALTH UNC,NA,
,1/17/17 0:00,2017,01/17,HOSPITALS UNIV OF NC UNC,NA,
FOUND PROPERTY,1/17/17 16:29,2017,01/17,SMITH DEAN E SAC UNC,NA,
LARCENY - FROM BUILDING,1/17/17 17:07,2017,01/17,MCCOLL BUSINESS SCHOOL UNC,NA,
,1/17/18 0:00,2018,01/17,HOSPITALS UNIV OF NC UNC,NA,
,1/17/18 0:00,2018,01/17,MANNING DR/SKIPPER BOWLES DR,NA,
EMS ASSIST,1/17/18 12:42,2018,01/17,CAROLINA INN UNC,NA,
TRESPASS - FIRST DEGREE,1/17/18 14:30,2018,01/17,KENAN FOOTBALL STADIUM,NA,
ARSON,1/17/18 2:14,2018,01/17,AVERY RES HALL UNC,RES HALL,
ALCOHOL - UNDERAGE CONSUMPTION,1/17/18 2:25,2018,01/17,CRAIGE RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
EMS ASSIST,1/17/18 5:46,2018,01/17,GRANVILLE TOWERS,GRANVILLE,
,1/18/13 0:00,2013,01/18,MANNING,NA,
,1/18/13 0:00,2013,01/18,BOUNDARY ST/SENLAC RD,NA,
,1/18/13 0:00,2013,01/18,MANGUM RES HALL UNC,RES HALL,
LARCENY OF CELL PHONE,1/18/13 20:14,2013,01/18,HOOKER FIELDS UNC,NA,
LARCENY - POCKET PICKING,1/18/13 9:17,2013,01/18,PUBLIC SAFETY BUILDING UNC,NA,
INFORMATIONAL,1/18/14 0:00,2014,01/18,PRESIDENTS RESIDENCE UNC,NA,
ALCOHOL - UNDERAGE CONSUMPTION,1/18/14 0:05,2014,01/18,HORTON RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
ALCOHOL - PUBLIC CONSUMPTION,1/18/14 10:02,2014,01/18,HANES ART CENTER UNC,NA,ALCOHOL - PUBLIC CONSUMPTION
VANDALISM / PROPERTY DAMAGE,1/18/14 13:24,2014,01/18,NASH PARKING LOT UNC,NA,
VANDALISM / PROPERTY DAMAGE,1/18/14 13:27,2014,01/18,SKIPPER BOWLES DR,NA,
DRUGS - DRUG VIOLATION,1/18/15 0:00,2015,01/18,GRANVILLE TOWERS,GRANVILLE,
FRAUD - ALL OTHER,1/18/15 0:00,2015,01/18,SCHL OF GOV PARKING DECK UNC,NA,
LARCENY OF BICYCLE,1/18/15 0:00,2015,01/18,GRANVILLE TOWERS,GRANVILLE,
LARCENY OF BICYCLE,1/18/15 0:00,2015,01/18,GRANVILLE TOWERS,GRANVILLE,
NIGHT TIME CHECKPOINT,1/18/15 0:13,2015,01/18,HEALTH SCIENCES LIBRARY UNC,NA,
TRESPASSING,1/18/15 20:40,2015,01/18,SMITH DEAN E SAC UNC,NA,
EMS ASSIST,1/18/16 0:00,2016,01/18,EHRINGHAUS RES HALL,RES HALL,
FELONY POSESSION OF MARIJUANA,1/18/16 2:23,2016,01/18,ODUM VILLAGE UNC,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),1/18/17 0:00,2017,01/18,PUBLIC SAFETY BUILDING UNC,NA,
,1/18/17 0:00,2017,01/18,CRAIGE PARKING DECK UNC,NA,
SUSPICIOUS CONDITION (CRIMINAL),1/18/17 10:01,2017,01/18,STACY RES HALL UNC,RES HALL,
CALLS FOR SERVICE,1/18/17 10:23,2017,01/18,PUBLIC SAFETY BUILDING UNC,NA,
INFORMATIONAL,1/18/17 11:11,2017,01/18,CARRINGTON HALL UNC,NA,
LARCENY-ALL OTHER,1/18/17 11:22,2017,01/18,HEDRICK BLDG JAMES T UNC,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),1/18/17 14:20,2017,01/18,WILSON LIBRARY UNC,NA,
LOST PROPERTY,1/18/17 16:09,2017,01/18,ALDERMAN RES HALL UNC,RES HALL,
EMS ASSIST,1/18/17 17:21,2017,01/18,GRAHAM STUDENT UNION UNC,NA,
EMS ASSIST,1/18/17 17:23,2017,01/18,HOOKER FIELDS UNC,NA,
VANDALISM / PROPERTY DAMAGE,1/18/17 19:58,2017,01/18,PAUL GREEN THEATRE UNC,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),1/18/17 22:36,2017,01/18,NORTH EAST CHILLER PARKIN UNC,NA,
POSSESSION OF LESS THAN 1/2 OZ MARIJUANA,1/18/17 22:41,2017,01/18,EHRINGHAUS TRAIL,NA,
SATURATION PATROL,1/18/17 6:19,2017,01/18,HWY 54 EAST @ KINGSWOOD APT.,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),1/18/17 8:47,2017,01/18,KENAN LABORATORIES UNC,NA,
EMS ASSIST,1/18/18 1:03,2018,01/18,SECU FAMILY HOUSE UNC,NA,
EMS ASSIST,1/18/18 11:25,2018,01/18,JOYNER RES HALL UNC,RES HALL,
EMS ASSIST,1/18/18 12:24,2018,01/18,CHASE DINING HALL,NA,
EMS ASSIST,1/18/18 21:07,2018,01/18,GRANVILLE TOWERS,GRANVILLE,
SIMPLE POSSESSION OF MARIJUANA,1/18/18 22:24,2018,01/18,CRAIGE RES HALL UNC,RES HALL,
EMS ASSIST,1/18/18 23:48,2018,01/18,HINTON JAMES RES HALL UNC,RES HALL,
,1/19/13 0:00,2013,01/19,PUBLIC SAFETY BUILDING UNC,NA,
,1/19/13 0:00,2013,01/19,CONNOR RES HALL UNC,RES HALL,
SUSPICIOUS CONDITION (CRIMINAL),1/19/13 13:19,2013,01/19,E CAMERON AVE,NA,
VANDALISM DEFACING PUBLIC PROPERTY,1/19/13 20:37,2013,01/19,WILSON LIBRARY UNC,NA,
EMS ASSIST,1/19/13 23:12,2013,01/19,KOURY RES HALL UNC,RES HALL,
EMS ASSIST,1/19/13 7:40,2013,01/19,CARMICHAEL RES HALL UNC,RES HALL,
,1/19/14 0:00,2014,01/19,DOGWOOD PARKING DECK UNC,NA,
ORDER FOR ARREST,1/19/14 1:49,2014,01/19,SWAIN PARKING LOT,NA,
ALCOHOL - UNDERAGE CONSUMPTION,1/19/14 2:04,2014,01/19,GRANVILLE TOWERS,GRANVILLE,ALCOHOL - UNDERAGE CONSUMPTION
CALLS FOR SERVICE,1/19/14 2:38,2014,01/19,RAM VILLAGE 5 AT 520 WILLIAMSON UNC,NA,
CALLS FOR SERVICE,1/19/14 20:49,2014,01/19,HORTON HINTON JAMES PARKING LOT,NA,
ARMED ROBBERY,1/19/14 3:08,2014,01/19,MCCORKLE PLACE UNC,NA,
,1/19/15 0:00,2015,01/19,RAMS HEAD DINING HALL UNC,NA,
EMS ASSIST,1/19/15 19:58,2015,01/19,GRANVILLE TOWERS,GRANVILLE,
EMS ASSIST,1/19/16 10:00,2016,01/19,DOGWOOD PARKING DECK UNC,NA,
ASSAULT-PHYSICAL (NON-AGGRAVATED),1/19/16 23:35,2016,01/19,HANES ART CENTER UNC,NA,
CALLS FOR SERVICE,1/19/16 8:12,2016,01/19,BONDURANT HALL UNC,NA,
EMS ASSIST,1/19/16 9:47,2016,01/19,RONALD MCDONALD HOUSE UNC,NA,
EMS ASSIST,1/19/17 0:00,2017,01/19,HAMILTON UNC,NA,
EMS ASSIST,1/19/17 0:08,2017,01/19,HEALTH SCIENCES LIBRARY UNC,NA,
EMS ASSIST,1/19/17 11:31,2017,01/19,BERRYHILL UNC,NA,
FOUND PROPERTY,1/19/17 20:23,2017,01/19,MANNING DR / HIBBARD DR,NA,
POSSESSION OF LESS THAN 1/2 OZ MARIJUANA,1/19/18 0:00,2018,01/19,RAMS VILLAGE,NA,
,1/19/18 0:00,2018,01/19,OLD CLINIC UNC,NA,
,1/19/18 0:00,2018,01/19,DOGWOOD PARKING DECK UNC,NA,
,1/19/18 0:00,2018,01/19,COUNTRY CLUB RD / GIMGHOUL RD,NA,
LARCENY-ALL OTHER,1/19/18 14:32,2018,01/19,JOYNER RES HALL UNC,RES HALL,
,1/2/13 0:00,2013,01/02,SMITH DEAN E SAC UNC,NA,
"VANDALISM - INJURY  TO TREES, CROPS, LANDS, ETC.",1/2/13 8:36,2013,01/02,CHATHAM PARK & RIDE,NA,
,1/2/14 0:00,2014,01/02,SMITH DEAN E SAC UNC,NA,
,1/2/14 0:00,2014,01/02,CAROLINA INN UNC,NA,
LARCENY - FROM BUILDING,1/2/14 13:33,2014,01/02,SWAIN UNC,NA,
LARCENY - FROM BUILDING,1/2/14 17:16,2014,01/02,MEDICAL BIOMOLECULAR RESEARCH UNC,NA,
,1/2/15 0:00,2015,01/02,TAYLOR CAMPUS HEALTH UNC,NA,
,1/2/15 0:00,2015,01/02,SMITH DEAN E SAC UNC,NA,
LOST PROPERTY,1/2/15 15:47,2015,01/02,DOGWOOD PARKING DECK UNC,NA,
,1/2/16 0:00,2016,01/02,SOUTH RD,NA,
,1/2/16 0:00,2016,01/02,SMITH DEAN E SAC UNC,NA,
LICENSE CHECK POINT,1/2/16 9:22,2016,01/02,SOUTH RD,NA,
,1/2/17 0:00,2017,01/02,N FORDHAM BLVD/ESTES DR,NA,
EMS ASSIST,1/2/17 13:31,2017,01/02,MOREHEAD PLANETARIUM UNC,NA,
,1/2/18 0:00,2018,01/02,AMBULATORY CARE CENTER UNC,NA,
EMS ASSIST,1/2/18 14:48,2018,01/02,MANNING DR/EAST DR,NA,
FOUND PROPERTY,1/2/18 18:19,2018,01/02,RAMS HEAD PARKING DECK UNC,NA,
ALCOHOL,1/20/13 2:08,2013,01/20,GRANVILLE TOWERS,GRANVILLE,ALCOHOL
VANDALISM - INJURIES OR TAMPERS WITH VEHICLE,1/20/13 2:45,2013,01/20,GRANVILLE TOWERS,GRANVILLE,
,1/20/14 0:00,2014,01/20,PORTHOLE PARKING LOT UNC,NA,
,1/20/14 0:00,2014,01/20,ESTES RR LOT,NA,
DRUGS - EQUIPMENT/PARAPHERNALIA,1/20/14 0:34,2014,01/20,GRANVILLE TOWERS,GRANVILLE,
"MV THEFT - ALL OTHER (MOTORCYCLES, GOLF CARTS, MOPEDS, ETC)",1/20/14 11:34,2014,01/20,AVERY RES HALL UNC,RES HALL,
VOLUNTARY COMMITMENT,1/20/14 19:58,2014,01/20,ALDERMAN RES HALL UNC,RES HALL,
VERBAL DISPUTE,1/20/14 3:52,2014,01/20,GRANVILLE TOWERS,GRANVILLE,
,1/20/15 0:00,2015,01/20,HOSPITALS UNIV OF NC UNC,NA,
DRUGS - EQUIPMENT/PARAPHERNALIA,1/20/15 0:05,2015,01/20,EHRINGHAUS PARKING LOT UNC,NA,
VOLUNTARY COMMITMENT,1/20/15 0:16,2015,01/20,MORRISON RES HALL UNC,RES HALL,
EMS ASSIST,1/20/15 15:02,2015,01/20,ALUMNI UNC,NA,
LARCENY,1/20/15 19:35,2015,01/20,WOOLLEN GYM UNC,NA,
LARCENY - FROM BUILDING,1/20/15 20:31,2015,01/20,LENOIR UNC,NA,
LARCENY,1/20/15 22:16,2015,01/20,RAMS HEAD RECREATION UNC,NA,
ILLEGAL DUMPING,1/20/15 9:35,2015,01/20,RAY RD,NA,
DAYTIME LICENSE CHECK (PART),1/20/16 0:00,2016,01/20,WEAVER DAIRY RD / SAGE RD,NA,
EMS ASSIST,1/20/16 0:00,2016,01/20,DEY HALL,NA,
,1/20/16 0:00,2016,01/20,HOSPITALS UNIV OF NC UNC,NA,
,1/20/16 0:00,2016,01/20,DENTISTRY SCH OF UNC,NA,
,1/20/16 0:00,2016,01/20,NC WOMEN`S HOSPITAL UNC,NA,
,1/20/16 0:00,2016,01/20,CRAIGE PARKING DECK UNC,NA,
,1/20/16 0:00,2016,01/20,MANNING DR / RIDGE RD,NA,
POSSESSION OF LESS THAN 1/2 OZ MARIJUANA,1/20/16 10:46,2016,01/20,WEAVER DAIRY RD/ARCADIA LN,NA,
LARCENY - FROM BUILDING,1/20/16 11:30,2016,01/20,DAVIS WALTER R LIBRARY UNC,NA,
LARCENY - FROM BUILDING,1/20/16 13:19,2016,01/20,HANES ART CENTER UNC,NA,
EMS ASSIST,1/20/16 16:11,2016,01/20,WILSON LIBRARY UNC,NA,
SATURATION PATROL,1/20/16 16:29,2016,01/20,MANNING DR / EHRINGHAUS DR,NA,
EMS ASSIST,1/20/16 20:39,2016,01/20,JOYNER RES HALL UNC,RES HALL,
UNAUTHORIZED USED OF MOTOR VEHICLE,1/20/16 7:50,2016,01/20,SECU FAMILY HOUSE UNC,NA,
EMS ASSIST,1/20/17 11:46,2017,01/20,PHILLIPS UNC,NA,
INFORMATIONAL,1/20/17 11:57,2017,01/20,PUBLIC SAFETY BUILDING UNC,NA,
ASSAULT,1/20/17 20:28,2017,01/20,RAM VILLAGE 5 AT 520 WILLIAMSON UNC,NA,
FOUND PROPERTY,1/20/17 4:15,2017,01/20,PUBLIC SAFETY BUILDING UNC,NA,
FOUND PROPERTY,1/20/17 8:25,2017,01/20,GENETICS MEDICINE RESEARCH UNC,NA,
EMS ASSIST,1/20/17 9:48,2017,01/20,BONDURANT HALL UNC,NA,
,1/20/18 0:00,2018,01/20,COUNTRY CLUB RD/BATTLE LN,NA,
LARCENY - FROM BUILDING,1/20/18 19:39,2018,01/20,SMITH DEAN E SAC UNC,NA,
EMS ASSIST,1/20/18 2:23,2018,01/20,MORRISON RES HALL UNC,RES HALL,
WELL-BEING CHECK,1/20/18 23:15,2018,01/20,COBB RES HALL UNC,RES HALL,
ALCOHOL - UNDERAGE CONSUMPTION,1/20/18 3:54,2018,01/20,CARMICHAEL RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
LARCENY-FELONY,1/21/13 16:34,2013,01/21,HINTON JAMES RES HALL UNC,RES HALL,
SUSPICIOUS CONDITION (NON-CRIMINAL),1/21/13 17:32,2013,01/21,BURNETT WOMACK UNC,NA,
CALLS FOR SERVICE,1/21/14 0:00,2014,01/21,HOSPITALS UNIV OF NC UNC,NA,
,1/21/14 0:00,2014,01/21,DOGWOOD PARKING DECK UNC,NA,
EMS ASSIST,1/21/14 12:44,2014,01/21,TARRSON HALL UNC,NA,
INFORMATIONAL,1/21/14 13:16,2014,01/21,AMBULATORY CARE CENTER UNC,NA,
DRUGS - DRUG VIOLATION,1/21/14 22:16,2014,01/21,EHRINGHAUS TRAIL,NA,
,1/21/15 0:00,2015,01/21,AYCOCK FAMILY MEDICINE UNC,NA,
,1/21/15 0:00,2015,01/21,HA I CARDINAL PARKING UNC,NA,
,1/21/15 0:00,2015,01/21,MLCLR BIO RES LAB GLAXO UNC,NA,
,1/21/15 0:00,2015,01/21,UNDERGRAD PARKING LOT UNC,NA,
ALCOHOL - UNDERAGE CONSUMPTION,1/21/15 1:46,2015,01/21,LEWIS RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
"B&E, LARCENY FROM A VEHICLE",1/21/15 10:15,2015,01/21,FINLEY CLUB HOUSE UNC,NA,
DAYTIME CHECKPOINT (HOST),1/21/15 10:59,2015,01/21,MASON FARM RD/PUREFOY RD,NA,
,1/21/16 0:00,2016,01/21,AMBULATORY CARE CENTER UNC,NA,
,1/21/16 0:00,2016,01/21,FEDEX GLOBAL EDUCATION UNC,NA,
EMS ASSIST,1/21/16 11:16,2016,01/21,CRAIGE RES HALL UNC,RES HALL,
SATURATION PATROL,1/21/16 15:53,2016,01/21,MANNING DR / RIDGE RD,NA,
POSSESSION OF A WEAPON ON EDUCATIONAL PROPERTY,1/21/16 16:07,2016,01/21,MANNING DR,NA,
INFORMATIONAL,1/21/16 17:00,2016,01/21,GRANVILLE TOWERS,GRANVILLE,
EMS ASSIST,1/21/16 18:32,2016,01/21,HORTON RES HALL UNC,RES HALL,
INFORMATIONAL,1/21/16 9:22,2016,01/21,MED SCH WING D UNC,NA,
,1/21/17 0:00,2017,01/21,HILL ALUMNI CENTER UNC,NA,
CALLS FOR SERVICE,1/21/17 13:53,2017,01/21,MASON FARM ROAD 1301 UNC,NA,
EMS ASSIST,1/21/17 16:36,2017,01/21,DAVIS WALTER R LIBRARY UNC,NA,
FOUND PROPERTY,1/21/17 17:25,2017,01/21,ESTES RR,NA,
ASSIST OTHER AGENCY,1/21/17 23:03,2017,01/21,AYCOCK CIRCLE PARKING LOT UNC,NA,
TRESPASSING,1/21/17 8:33,2017,01/21,KENAN STADIUM UNC,NA,
DWI - DRUGS,1/21/18 0:00,2018,01/21,CAMERON AVENUE,NA,
EMS ASSIST,1/21/18 0:00,2018,01/21,HINTON JAMES RES HALL UNC,RES HALL,
LARCENY,1/21/18 0:00,2018,01/21,SMITH DEAN E SAC UNC,NA,
LARCENY - FROM BUILDING,1/21/18 0:00,2018,01/21,STUDENT RECREATION CENTER UNC,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),1/21/18 0:00,2018,01/21,MANNING DR,NA,
VOLUNTARY COMMITMENT,1/21/18 0:00,2018,01/21,KOURY RES HALL UNC,RES HALL,
ALCOHOL - UNDERAGE CONSUMPTION,1/21/18 2:21,2018,01/21,GRANVILLE TOWERS,GRANVILLE,ALCOHOL - UNDERAGE CONSUMPTION
,1/22/13 0:00,2013,01/22,DOGWOOD PARKING DECK UNC,NA,
EMS ASSIST,1/22/13 10:09,2013,01/22,DOGWOOD PARKING DECK UNC,NA,
SUSPICIOUS CONDITION (CRIMINAL),1/22/13 14:17,2013,01/22,CHYDARU UNC,NA,
LARCENY OF BICYCLE,1/22/13 15:48,2013,01/22,TEAGUE RES HALL UNC,RES HALL,
DRUG VIOLATION,1/22/13 20:25,2013,01/22,CRAIGE RES HALL UNC,RES HALL,
LARCENY - AUTO PART & ACCESSORIES,1/22/13 21:45,2013,01/22,ITS MANNING UNC,NA,
VANDALISM - DAMAGE TO REAL PROPERTY,1/22/13 8:48,2013,01/22,BURNETT WOMACK UNC,NA,
LOST / FOUND PROPERTY,1/22/14 0:00,2014,01/22,BATTLE PARK UNC,NA,
,1/22/14 0:00,2014,01/22,DOGWOOD PARKING DECK UNC,NA,
EMS ASSIST,1/22/14 1:33,2014,01/22,SPENCER RES HALL UNC,RES HALL,
EMS ASSIST,1/22/14 12:03,2014,01/22,DOGWOOD PARKING DECK UNC,NA,
WARNING OF TRESPASS,1/22/14 15:01,2014,01/22,LENOIR UNC,NA,
TRESPASSING,1/22/14 5:25,2014,01/22,BERRYHILL UNC,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),1/22/15 0:00,2015,01/22,WHITEHEAD UNC,NA,
EMS ASSIST,1/22/15 11:56,2015,01/22,FEDEX GLOBAL EDUCATION UNC,NA,
EMS ASSIST,1/22/15 12:20,2015,01/22,RAMS HEAD DINING HALL UNC,NA,
EMS ASSIST,1/22/15 13:21,2015,01/22,FRANKLN 440 W UNC,NA,
HARASSMENT / STALKING,1/22/15 14:11,2015,01/22,THURSTON BOWLES UNC,NA,
INFORMATIONAL,1/22/15 18:11,2015,01/22,PUBLIC SAFETY BUILDING UNC,NA,
EMS ASSIST,1/22/15 20:05,2015,01/22,LEWIS RES HALL UNC,RES HALL,
VANDALISM / PROPERTY DAMAGE,1/22/15 22:15,2015,01/22,NEWMAN CENTER PARKING LOT,NA,
ALCOHOL - UNDERAGE CONSUMPTION,1/22/16 0:28,2016,01/22,CRAIGE RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
LARCENY - FROM MOTOR VEHICLE (B&E),1/22/16 19:09,2016,01/22,GRIMES RES HALL UNC,RES HALL,
VANDALISM / PROPERTY DAMAGE,1/22/16 2:56,2016,01/22,GRANVILLE TOWERS,GRANVILLE,
EMS ASSIST,1/22/16 22:38,2016,01/22,RAMS 5,NA,
ALCOHOL - UNDERAGE POSSESSION,1/22/16 3:27,2016,01/22,HARDIN RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE POSSESSION
