crime_category,crime_type,chrgcnt,ucr,district,beat_number,map_reference,incident_number,time_from,time_to,date_from,date_to,crimeday,location_category,lat,lon,apartment_complex,residential_subdivision,activity_date,phxrecordstatus,phxcommunity,phxstatus,record,offensecategory,violentproperty,domestic,location,radio,street
ALL OTHER,ASSAULT - SIMPLE - ALL OTHER,,890,D3,116,P053,16011096,0001-01-01 06:30:00+00:00,0001-01-01 06:46:00+00:00,12/22/2016,12/22/2016,THURSDAY,TOWN OWNED,35.73727211,-78.78216601,,CRESCENT COMMONS SHOP CENTER,,,No,,7632,Simple Assault,Part II,N,35.737272111; -78.78216601,Everything,
ALL OTHER,ASSAULT - SIMPLE - ALL OTHER,,890,D3,116,P053,17006568,0001-01-01 10:18:17+00:00,0001-01-01 10:18:18+00:00,8/3/2017,8/3/2017,THURSDAY,TOWN OWNED,35.73553857,-78.78065434,,CRESCENT COMMONS SHOP CENTER,,,No,,7636,Simple Assault,Part II,N,35.735538569; -78.78065434,Everything,
ALL OTHER,ASSAULT - SIMPLE - ALL OTHER,,890,D3,116,P053,17007010,0001-01-01 20:18:00+00:00,0001-01-01 20:30:00+00:00,8/16/2017,8/16/2017,WEDNESDAY,TOWN OWNED,35.73552229,-78.78695559,,REGENCY PARK,,,No,,7638,Simple Assault,Part II,N,35.735522285; -78.78695559,Everything,
ALL OTHER,ASSAULT - SIMPLE - ALL OTHER,,890,D3,116,P053,17007474,0001-01-01 17:00:00+00:00,0001-01-01 17:26:00+00:00,8/30/2017,8/30/2017,WEDNESDAY,TOWN OWNED,35.73968405,-78.7789919,,WAVERLY PLACE,,,No,,7639,Simple Assault,Part II,Y,35.739684054; -78.7789919,Everything,
ALL OTHER,ASSAULT - SIMPLE - ALL OTHER,,890,D2,117,P009,17002116,0001-01-01 06:10:00+00:00,0001-01-01 06:30:00+00:00,3/12/2017,3/12/2017,SUNDAY,TOWN OWNED,35.76620577,-78.81825792,,FOREST,,,,,,,,,,,
ALL OTHER,ASSAULT - SIMPLE - ALL OTHER,,890,D2,117,P071,16010690,0001-01-01 19:24:00+00:00,0001-01-01 19:24:00+00:00,12/11/2016,12/11/2016,SUNDAY,TOWN OWNED,35.77323667,-78.8579211,,PARK VILLAGE,,,No,,7801,Simple Assault,Part II,Y,35.77323667; -78.8579211,Everything,
ALL OTHER,ASSAULT - SIMPLE - ALL OTHER,,890,D3,118,P004,16011285,0001-01-01 19:30:00+00:00,0001-01-01 19:45:00+00:00,12/28/2016,12/28/2016,WEDNESDAY,TOWN OWNED,35.75030261,-78.75739333,,WELLINGTON PLACE,,,No,,7869,Simple Assault,Part II,Y,35.750302612; -78.75739333,Everything,
ALL OTHER,ASSAULT - SIMPLE - ALL OTHER,,890,D3,118,P004,17006414,0001-01-01 20:00:00+00:00,0001-01-01 20:07:00+00:00,7/29/2017,7/29/2017,SATURDAY,TOWN OWNED,35.74769444,-78.751551,LODGE AT CROSSROADS APTS.,,,,,,,,,,,,
ALL OTHER,ASSAULT - SIMPLE - ALL OTHER,,890,D3,118,P046,17008095,0001-01-01 12:56:00+00:00,0001-01-01 13:00:00+00:00,9/19/2017,9/19/2017,TUESDAY,TOWN OWNED,35.74716905,-78.74321454,,TRYON VILLAGE SHOPPING CENTER,,,No,,7934,Simple Assault,Part II,Y,35.747169049; -78.74321454,Everything,
ALL OTHER,ASSAULT - SIMPLE - ALL OTHER,,890,D3,118,P120,17002049,0001-01-01 20:00:00+00:00,0001-01-01 20:30:00+00:00,3/9/2017,3/9/2017,THURSDAY,TOWN OWNED,35.761098,-78.74320404,,CROSSROADS PLAZA SHOP CENTER,,,No,,7960,Simple Assault,Part II,N,35.761098003; -78.74320404,Everything,
ALL OTHER,ASSAULT - SIMPLE - ALL OTHER,,890,D2,119,P076,17002046,0001-01-01 21:21:26+00:00,0001-01-01 21:21:27+00:00,3/9/2017,3/9/2017,THURSDAY,TOWN OWNED,35.83128124,-78.90980648,,VILLAGE SQUARE AT AMBERLY,,,No,,8073,Simple Assault,Part II,Y,35.831281243; -78.90980648,Everything,
ALL OTHER,ASSAULT - SIMPLE - ALL OTHER,,890,D2,119,P082,17001607,0001-01-01 12:55:00+00:00,0001-01-01 12:55:00+00:00,2/23/2017,2/23/2017,THURSDAY,TOWN OWNED,35.83030268,-78.88916131,,PANTHER CREEK HIGH SCHOOL,,,No,,8125,Simple Assault,Part II,N,35.830302681; -78.88916131,Everything,
ALL OTHER,ASSAULT - SIMPLE - ALL OTHER,,890,D1,120,P057,16010866,0001-01-01 12:00:00+00:00,0001-01-01 14:00:00+00:00,12/13/2016,12/14/2016,WEDNESDAY,TOWN OWNED,35.78130047,-78.76148107,,VILLAGE GREEN TOWNHOMES,,,No,,8216,Simple Assault,Part II,Y,35.781300469; -78.76148107,Everything,
ALL OTHER,ASSAULT - SIMPLE - ALL OTHER,,890,D1,120,P057,17001866,0001-01-01 04:58:15+00:00,0001-01-01 04:58:16+00:00,3/4/2017,3/4/2017,SATURDAY,TOWN OWNED,35.77946274,-78.76141188,OXFORD SQUARE APTS.,OXFORD SQUARE APARTMENTS,24-Aug-11,Active,Yes,Active,8218,Simple Assault,Part II,N,35.779462741; -78.76141188,Everything,
ALL OTHER,ASSAULT - SIMPLE - ALL OTHER,,890,D1,120,P061,16009657,0001-01-01 10:50:00+00:00,0001-01-01 10:50:01+00:00,11/10/2016,11/10/2016,THURSDAY,TOWN OWNED,35.77487972,-78.76557924,,CARY VILLAGE SQUARE,,,No,,8309,Simple Assault,Part II,N,35.774879718; -78.76557924,Everything,
ALL OTHER,ASSAULT - SIMPLE - ALL OTHER,,890,D1,120,P062,17008255,0001-01-01 21:00:00+00:00,0001-01-01 21:23:00+00:00,9/23/2017,9/23/2017,SATURDAY,TOWN OWNED,35.77805472,-78.77382997,,,,,No,,8337,Simple Assault,Part II,Y,35.778054724; -78.77382997,Everything,
ALL OTHER,ASSAULT - SIMPLE - ALL OTHER,,890,D1,120,P121,17006207,0001-01-01 13:16:43+00:00,0001-01-01 13:16:44+00:00,7/22/2017,7/22/2017,SATURDAY,TOWN OWNED,35.77385099,-78.75931174,,CARY TOWNE CENTER,,,No,,8352,Simple Assault,Part II,N,35.77385099; -78.75931174,Everything,
ALL OTHER,ASSAULT - SIMPLE - ALL OTHER,,890,D2,121,P017,16011106,0001-01-01 11:45:00+00:00,0001-01-01 11:51:57+00:00,12/22/2016,12/22/2016,THURSDAY,TOWN OWNED,35.79127823,-78.85104435,,STONE CREEK VILLAGE,,,No,,8382,Simple Assault,Part II,Y,35.791278226; -78.85104435,Everything,
ALL OTHER,ASSAULT - SIMPLE - ALL OTHER,,890,D2,121,P078,17000979,0001-01-01 17:54:00+00:00,0001-01-01 18:31:08+00:00,2/2/2017,2/2/2017,THURSDAY,TOWN OWNED,35.79788954,-78.84334351,,PRESTON POINT,,,No,,8462,Simple Assault,Part II,N,35.797889538; -78.84334351,Everything,
ALL OTHER,ASSAULT - SIMPLE - COMMUNICATE THREATS,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL OTHER,ASSAULT - SIMPLE - COMMUNICATE THREATS,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL OTHER,ASSAULT - SIMPLE - COMMUNICATE THREATS,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL OTHER,ASSAULT - SIMPLE - COMMUNICATE THREATS,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL OTHER,ASSAULT - SIMPLE - COMMUNICATE THREATS,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL OTHER,ASSAULT - SIMPLE - COMMUNICATE THREATS,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL OTHER,ASSAULT - SIMPLE - COMMUNICATE THREATS,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL OTHER,ASSAULT - SIMPLE - COMMUNICATE THREATS,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL OTHER,ASSAULT - SIMPLE - COMMUNICATE THREATS,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL OTHER,ASSAULT - SIMPLE - COMMUNICATE THREATS,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL OTHER,ASSAULT - SIMPLE - TELEPHONE THREAT,,820,D3,112,P003,16010608,0001-01-01 10:43:00+00:00,0001-01-01 10:58:08+00:00,12/9/2016,12/9/2016,FRIDAY,TOWN OWNED,35.76672197,-78.75259108,,WALNUT RIDGE,,,No,,9205,Simple Assault,Part II,N,35.766721973; -78.75259108,Everything,
ALL OTHER,ASSAULT - SIMPLE - TELEPHONE THREAT,,820,D1,114,P036,17001058,0001-01-01 12:00:00+00:00,0001-01-01 19:16:17+00:00,1/30/2017,2/5/2017,SUNDAY,TOWN OWNED,35.77238474,-78.78315023,,MAYFAIR PLAZA,,,No,,9215,Simple Assault,Part II,N,35.772384737; -78.78315023,Everything,
AGGRAVATED ASSAULT,ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED),,810,D1,111,P022,17006867,0001-01-01 12:20:00+00:00,0001-01-01 12:20:00+00:00,8/13/2017,8/13/2017,SUNDAY,TOWN OWNED,35.81398984,-78.80600809,,WESTON PLACE,,,No,,9246,Simple Assault,Part II,Y,35.813989837; -78.80600809,Everything,
AGGRAVATED ASSAULT,ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED),,810,D1,111,P080,17000003,0001-01-01 01:23:00+00:00,0001-01-01 01:23:00+00:00,1/1/2017,1/1/2017,SUNDAY,TOWN OWNED,35.81958276,-78.78318218,CARY RESERVE AT WESTON APTS,CARY RESERVE AT WESTON APARTMENTS,16-May-12,Active,Yes,Active,9341,Simple Assault,Part II,Y,35.819582756; -78.78318218,Everything,
AGGRAVATED ASSAULT,ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED),,810,D3,112,P003,17006277,0001-01-01 22:00:00+00:00,0001-01-01 22:10:00+00:00,7/24/2017,7/24/2017,MONDAY,TOWN OWNED,35.77271532,-78.75466289,,WALNUT HILLS,,,No,,9355,Simple Assault,Part II,N,35.772715317; -78.75466289,Everything,
AGGRAVATED ASSAULT,ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED),,810,D3,112,P028,17000053,0001-01-01 05:00:00+00:00,0001-01-01 08:00:00+00:00,1/3/2017,1/3/2017,TUESDAY,TOWN OWNED,35.76205529,-78.76848152,,MAYNARD OAKS,,,No,,9374,Simple Assault,Part II,Y,35.762055293; -78.76848152,Everything,
AGGRAVATED ASSAULT,ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED),,810,D3,112,P028,17003149,0001-01-01 03:49:51+00:00,0001-01-01 03:49:52+00:00,4/15/2017,4/15/2017,SATURDAY,TOWN OWNED,35.76581498,-78.76631339,,PIRATES COVE,,,No,,9375,Simple Assault,Part II,Y,35.765814984; -78.76631339,Everything,
AGGRAVATED ASSAULT,ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED),,810,D3,112,P083,17006310,0001-01-01 04:20:00+00:00,0001-01-01 04:21:00+00:00,7/26/2017,7/26/2017,WEDNESDAY,TOWN OWNED,35.76258903,-78.74677231,,SOUTHEAST ZONE,,,No,,9459,Simple Assault,Part II,N,35.76258903; -78.74677231,Everything,
AGGRAVATED ASSAULT,ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED),,810,D1,113,P030,16010260,0001-01-01 12:20:00+00:00,0001-01-01 12:39:57+00:00,11/29/2016,11/29/2016,TUESDAY,TOWN OWNED,35.80506582,-78.77448289,GREGORY NORTH,LANDMARK AT EAGLE LANDING,24-Aug-11,Active,Yes,Active,9486,Simple Assault,Part II,Y,35.805065821; -78.77448289,Everything,
AGGRAVATED ASSAULT,ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED),,810,D1,114,P026,16010189,0001-01-01 14:55:00+00:00,0001-01-01 14:55:00+00:00,11/27/2016,11/27/2016,SUNDAY,TOWN OWNED,35.79475267,-78.8003769,,CARROUSEL PARK,,,No,,9640,Simple Assault,Part II,Y,35.794752669; -78.8003769,Everything,
AGGRAVATED ASSAULT,ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED),,810,D1,114,P026,16011196,0001-01-01 03:26:00+00:00,0001-01-01 03:26:00+00:00,12/25/2016,12/25/2016,SUNDAY,TOWN OWNED,35.79192512,-78.78714422,,TCAP ZONE,,,No,,9642,Simple Assault,Part II,Y,35.791925119; -78.78714422,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,112,P003,17006771,0001-01-01 12:32:35+00:00,0001-01-01 12:32:36+00:00,8/10/2017,8/10/2017,THURSDAY,TOWN OWNED,35.77051615,-78.76188031,,,,,No,,21274,Drugs,Part II,N,35.770516154; -78.76188031,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,112,P083,17000137,0001-01-01 07:30:00+00:00,0001-01-01 08:23:00+00:00,1/5/2017,1/5/2017,THURSDAY,TOWN OWNED,35.76406552,-78.74339687,,SOUTH HILLS SHOPPING CENTER,,,No,,21430,Drugs,Part II,Y,35.76406552; -78.74339687,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,112,P083,17007142,0001-01-01 21:45:06+00:00,0001-01-01 21:45:07+00:00,8/20/2017,8/20/2017,SUNDAY,TOWN OWNED,35.76406552,-78.74339687,,SOUTH HILLS SHOPPING CENTER,,,No,,21436,Drugs,Part II,N,35.76406552; -78.74339687,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,113,P031,17006811,0001-01-01 23:12:17+00:00,0001-01-01 23:12:18+00:00,8/10/2017,8/10/2017,THURSDAY,TOWN OWNED,35.79542541,-78.7746691,,,,,No,,21487,Drugs,Part II,N,35.795425405; -78.7746691,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,113,P032,17004275,0001-01-01 06:10:00+00:00,0001-01-01 06:10:00+00:00,5/20/2017,5/20/2017,SATURDAY,TOWN OWNED,35.79822224,-78.77508874,,NORTHWOODS ESTATES,,,No,,21510,Drugs,Part II,Y,35.798222237; -78.77508874,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,113,P032,17007619,0001-01-01 14:57:00+00:00,0001-01-01 14:57:00+00:00,9/4/2017,9/4/2017,MONDAY,TOWN OWNED,35.79143799,-78.78113751,,TCAP ZONE,,,No,,21513,Drugs,Part II,N,35.791437986; -78.78113751,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,114,P026,16009915,0001-01-01 05:02:00+00:00,0001-01-01 05:02:00+00:00,11/18/2016,11/18/2016,FRIDAY,TOWN OWNED,35.79136937,-78.78357141,,TCAP ZONE,,,No,,21619,Drugs,Part II,N,35.791369365; -78.78357141,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,114,P035,17004941,0001-01-01 18:58:29+00:00,0001-01-01 18:58:30+00:00,6/9/2017,6/9/2017,FRIDAY,TOWN OWNED,35.78718697,-78.78329896,,TCAP ZONE,,,No,,21627,Drugs,Part II,,35.787186971; -78.78329896,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,114,P036,17001471,0001-01-01 20:04:11+00:00,0001-01-01 20:04:12+00:00,2/17/2017,2/17/2017,FRIDAY,TOWN OWNED,35.77399329,-78.79180998,,WISHING WELL VILLAGE,,,No,,21682,Drugs,Part II,N,35.773993286; -78.79180998,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,114,P036,17002293,0001-01-01 02:18:48+00:00,0001-01-01 02:18:49+00:00,3/18/2017,3/18/2017,SATURDAY,TOWN OWNED,35.78621736,-78.7909693,,TCAP ZONE,,,No,,21684,Drugs,Part II,N,35.78621736; -78.7909693,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,114,P036,17002336,0001-01-01 17:00:00+00:00,0001-01-01 17:00:00+00:00,3/19/2017,3/19/2017,SUNDAY,TOWN OWNED,35.77946031,-78.79406659,CHATHAM FOREST APTS.,CHATHAM FOREST APTS,3-Jan-11,Active,Yes,Active,21685,Drugs,Part II,N,35.779460312; -78.79406659,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,115,P006,17006047,0001-01-01 22:10:20+00:00,0001-01-01 22:11:21+00:00,7/16/2017,7/16/2017,SUNDAY,TOWN OWNED,35.76004433,-78.79619401,,HARBOUR TOWNE,,,No,,21739,Drugs,Part II,N,35.760044326; -78.79619401,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,115,P038,17003345,0001-01-01 23:15:00+00:00,0001-01-01 23:20:00+00:00,4/22/2017,4/22/2017,SATURDAY,TOWN OWNED,35.76421547,-78.79335201,,CAMBRIDGE WOODS,,,No,,21754,Drugs,Part II,N,35.764215467; -78.79335201,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,115,P038,17005027,0001-01-01 09:15:00+00:00,0001-01-01 09:16:00+00:00,6/13/2017,6/13/2017,TUESDAY,TOWN OWNED,35.76330584,-78.79532709,,LAKEPOINT VILLAGE TOWNHOMES,,,No,,21756,Drugs,Part II,N,35.763305839; -78.79532709,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,115,P039,17004066,0001-01-01 02:34:54+00:00,0001-01-01 02:35:55+00:00,5/14/2017,5/14/2017,SUNDAY,TOWN OWNED,35.77098199,-78.78224379,,CENTRAL ZONE,,,No,,21789,Drugs,Part II,N,35.770981989; -78.78224379,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,115,P039,17007237,0001-01-01 15:47:30+00:00,0001-01-01 15:57:31+00:00,8/23/2017,8/23/2017,WEDNESDAY,TOWN OWNED,35.76409649,-78.78649186,SEDGEBROOK APTS.,SEDGEBROOK APARTMENTS,3-Jan-11,Active,Yes,Active,21790,Drugs,Part II,N,35.764096489; -78.78649186,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,115,P040,17001166,0001-01-01 19:14:00+00:00,0001-01-01 21:40:00+00:00,2/8/2017,2/8/2017,WEDNESDAY,TOWN OWNED,35.75496506,-78.8154857,,HIGHLANDS,,,,,,,,,,,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,116,P052,17006049,0001-01-01 07:48:00+00:00,0001-01-01 07:48:00+00:00,7/17/2017,7/17/2017,MONDAY,TOWN OWNED,35.7048945,-78.79462467,,MILL POND VILLAGE,,,No,,21877,Drugs,Part II,N,35.704894502; -78.79462467,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D2,117,P001,17007804,0001-01-01 22:48:27+00:00,0001-01-01 22:48:28+00:00,9/9/2017,9/9/2017,SATURDAY,TOWN OWNED,35.78627185,-78.82500183,,,,,No,,21922,Drugs,Part II,N,35.786271849; -78.82500183,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D2,117,P009,17007608,0001-01-01 22:00:00+00:00,0001-01-01 22:01:00+00:00,9/3/2017,9/3/2017,SUNDAY,TOWN OWNED,35.76364416,-78.81774963,,,,,No,,21938,Drugs,Part II,N,35.763644155; -78.81774963,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D2,117,P018,16009037,0001-01-01 20:22:00+00:00,0001-01-01 20:22:00+00:00,10/20/2016,10/20/2016,THURSDAY,TOWN OWNED,35.78614686,-78.84721087,,,,,No,,21971,Drugs,Part II,N,35.78614686; -78.84721087,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D2,117,P068,17007855,0001-01-01 14:52:00+00:00,0001-01-01 14:52:00+00:00,9/11/2017,9/11/2017,MONDAY,TOWN OWNED,35.77599083,-78.80353701,,,,,No,,22023,Drugs,Part II,N,35.775990828; -78.80353701,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D2,117,P118,17000867,0001-01-01 19:02:26+00:00,0001-01-01 19:02:27+00:00,1/29/2017,1/29/2017,SUNDAY,TOWN OWNED,35.78539641,-78.87300496,,HIGH HOUSE CROSSING SHOP CENTE,,,No,,22050,Drugs,Part II,N,35.78539641; -78.87300496,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,118,P045,16010888,0001-01-01 18:00:00+00:00,0001-01-01 18:51:00+00:00,12/16/2016,12/16/2016,FRIDAY,TOWN OWNED,35.75847088,-78.73519038,,CROSSROADS CORPORATION PARK,,,No,,22120,Drugs,Part II,N,35.758470881; -78.73519038,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,118,P045,17001993,0001-01-01 15:00:28+00:00,0001-01-01 15:30:29+00:00,3/8/2017,3/8/2017,WEDNESDAY,TOWN OWNED,35.75744876,-78.74169763,,,,,No,,22121,Drugs,Part II,N,35.757448756; -78.74169763,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,118,P047,17000451,0001-01-01 21:40:00+00:00,0001-01-01 21:44:00+00:00,1/16/2017,1/16/2017,MONDAY,TOWN OWNED,35.72673137,-78.77740368,,,,,No,,22142,Drugs,Part II,N,35.726731368; -78.77740368,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,118,P120,17005926,0001-01-01 12:46:33+00:00,0001-01-01 12:47:04+00:00,7/13/2017,7/13/2017,THURSDAY,TOWN OWNED,35.75956508,-78.74137444,,CROSSROADS PLAZA SHOP CENTER,,,No,,22154,Drugs,Part II,N,35.759565079; -78.74137444,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D2,119,P082,17001592,0001-01-01 12:26:18+00:00,0001-01-01 12:26:19+00:00,2/23/2017,2/23/2017,THURSDAY,TOWN OWNED,35.83431792,-78.88269593,,ALSTON TOWNE SHOPPING CENTER,,,No,,22233,Drugs,Part II,N,35.834317924; -78.88269593,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D2,119,P124,17007118,0001-01-01 22:24:00+00:00,0001-01-01 22:24:00+00:00,8/19/2017,8/19/2017,SATURDAY,TOWN OWNED,35.84640039,-78.88789076,,PARKSIDE TOWN COMMONS,,,No,,22236,Drugs,Part II,N,35.846400394; -78.88789076,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,120,P002,17002290,0001-01-01 12:05:00+00:00,0001-01-01 12:08:00+00:00,3/18/2017,3/18/2017,SATURDAY,TOWN OWNED,35.78953211,-78.74826768,,CENTRAL ZONE,,,No,,22250,Drugs,Part II,N,35.789532114; -78.74826768,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,120,P055,16010318,0001-01-01 23:23:30+00:00,0001-01-01 23:23:31+00:00,11/30/2016,11/30/2016,WEDNESDAY,TOWN OWNED,35.79126679,-78.76841139,,TCAP ZONE,,,No,,22276,Drugs,Part II,N,35.791266794; -78.76841139,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,120,P057,17001659,0001-01-01 22:31:01+00:00,0001-01-01 22:31:02+00:00,2/24/2017,2/24/2017,FRIDAY,TOWN OWNED,35.78286978,-78.76319596,MAYNARD SUMMIT TOWNHOMES,MAYNARD SUMMIT TOWNHOMES,24-Aug-11,Active,Yes,Active,22310,Drugs,Part II,N,35.782869779; -78.76319596,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,120,P057,17006623,0001-01-01 18:00:00+00:00,0001-01-01 18:00:00+00:00,8/4/2017,8/4/2017,FRIDAY,TOWN OWNED,35.77891947,-78.76273889,OXFORD SQUARE APTS.,OXFORD SQUARE APARTMENTS,24-Aug-11,Active,Yes,Active,22311,Drugs,Part II,N,35.77891947; -78.76273889,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,120,P059,17008060,0001-01-01 10:30:00+00:00,0001-01-01 10:30:00+00:00,9/18/2017,9/18/2017,MONDAY,TOWN OWNED,35.78898242,-78.77232041,,TCAP ZONE,,,No,,22340,Drugs,Part II,N,35.78898242; -78.77232041,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,120,P061,16010012,0001-01-01 10:43:30+00:00,0001-01-01 10:43:31+00:00,11/21/2016,11/21/2016,MONDAY,TOWN OWNED,35.77578332,-78.76858844,,CARY VILLAGE SQUARE,,,No,,22372,Drugs,Part II,N,35.775783321; -78.76858844,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,120,P061,17000529,0001-01-01 04:07:14+00:00,0001-01-01 04:07:15+00:00,1/19/2017,1/19/2017,THURSDAY,TOWN OWNED,35.77488725,-78.7695236,,MAYNARD LOOP ZONE,,,No,,22376,Drugs,Part II,N,35.774887245; -78.7695236,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,120,P061,17003460,0001-01-01 17:38:30+00:00,0001-01-01 17:38:31+00:00,4/25/2017,4/25/2017,TUESDAY,TOWN OWNED,35.77254106,-78.76442336,,CARY VILLAGE SQUARE,,,No,,22379,Drugs,Part II,N,35.772541063; -78.76442336,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,120,P121,17001864,0001-01-01 22:53:03+00:00,0001-01-01 22:53:04+00:00,3/3/2017,3/3/2017,FRIDAY,TOWN OWNED,35.77385099,-78.75931174,,CARY TOWNE CENTER,,,No,,22435,Drugs,Part II,N,35.77385099; -78.75931174,Everything,
